Name,CountryOrg,Country OperatorOwner,OperatorOwner,Users,Purpose,Purpose2,Orbit,TypeOrbit,LongitudeOfGEO,Perigeekm,Apogeekm,Eccentricity,Inclinationdegrees,Periodminutes,LaunchMasskg,DryMasskg,Powerwatts,LaunchDate,ExpectedLifetime,Contractor,CountryContractor,LaunchSite,LaunchVehicle,COSPARNumber,NORADNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridium 98 (Iridium SV098),USA,USA,Iridium Satellite LLC,GovernmentCommercial,Communications,,LEO,Polar,0,748,750,1.40E-04,86.4,99.8,689,556,1 400 (EOL),###############################################################################################################################################################################################################################################################,8 yrs.,Motorola Satellite Communications Group,USA,Plesetsk Cosmodrome,RokotBrizKM,2002-031B,27451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRIS (Interface Region Imaging Spectrometer),USA,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,,LEO,Sun-Synchronous,0,620,664,3.14E-03,97.9,97.5,236,,,###############################################################################################################################################################################################################################################################,2 yrs.,Lockheed Martin Space Systems Advanced Technology Center (ATC),USA,Vandenberg AFB,L1011,2013-033A,39197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRNSS-1A (Indian Regional Navigation Satellite System),India,India,Indian Space Research Organization (ISRO),Government,NavigationRegional Positioning,,GEO,,55.00,"35,712","35,872",1.90E-03,27.1,1436,"1,425",614,"1,660",6/3/3849,12 yrs.,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV,2013-034A,39199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRNSS-1B (Indian Regional Navigation Satellite System),India,India,Indian Space Research Organization (ISRO),Government,NavigationRegional Positioning,,GEO,,55.00,"35,695","35,880",2.19E-03,30.97,1436.14,"1,432",615,"1,660",3/11/3110,12 yrs.,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV,2014-017A,39635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRNSS-1C (Indian Regional Navigation Satellite System),NR,India,Indian Space Research Organization (ISRO),Government,NavigationRegional Positioning,,GEO,,83.00,"35,690","35,871",2.15E-03,4.96,1435.8,"1,425",598,"1,660",,12 yrs.,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV-XL,2014-061A,40269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRNSS-1D (Indian Regional Navigation Satellite System),NR,India,Indian Space Research Organization (ISRO),Government,NavigationRegional Positioning,,GEO,,111.70,"35,699","35,834",1.60E-03,30.04,1435.06,"1,425",598,"1,600",,12 yrs.,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV-C27,2015-018A,40547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRNSS-1E (Indian Regional Navigation Satellite System),NR,India,Indian Space Research Organization (ISRO),Government,NavigationRegional Positioning,,GEO,,111.70,"35,695","35,874",2.12E-03,28.09,1436.01,"1,425",598,"1,600",1/2/5191,12 yrs.,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV-XL,2016-003A,41241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRNSS-1F (Indian Regional Navigation Satellite System),NR (1216),India,Indian Space Research Organization (ISRO),Government,NavigationRegional Positioning,,GEO,,32.50,"35,700","35,874",2.06E-03,5.09,1436.13,"1,425",598,"1,600",,12 yrs.,IRSO Satellite Center,India,Satish Dhawan Space Center,PSLV-XL,2016-015A,41384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRNSS-1G (Indian Regional Navigation Satellite System),NR (1216),India,Indian Space Research Organization (ISRO),Government,NavigationRegional Positioning,,GEO,,129.50,"35,774","35,797",2.73E-04,5.06,1436.05,"1,425",598,"1,600",,12 yrs.,IRSO Satellite Center,India,Satish Dhawan Space Center,PSLV,2016-027A,41469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRS-P6 (Resourcesat-1) ,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,817,823,4.17E-04,98.8,101.3,"1,360",,"1,200",###############################################################################################################################################################################################################################################################,5 yrs.,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV C5,2003-046A,28051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITU-pSAT1 (Istanbul Technical University Picosat-1),NR,Turkey,ITU Space Systems Design & Test Laboratory,Civil,Technology Development,,LEO,Sun-Synchronous,0,710,721,7.76E-04,98.4,99.1,1,,,###############################################################################################################################################################################################################################################################,1 yr.,ITU Space Systems Design & Test Laboratory,Turkey,Satish Dhawan Space Center,PSLV,2009-051E,35935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason 2 ,France,USAFrance,NASACentre National d'Etudes Spatiales (CNES)NOAAEUMETSAT,Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,0,"1,332","1,344",7.78E-04,66,112.4,553,510,500,###############################################################################################################################################################################################################################################################,5 yrs.,Thales Alenia Space,France,Vandenberg AFB,Delta 2,2008-032A,33105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason 3,NR (1216),USAFrance,NASACentre National d'Etudes Spatiales (CNES)NOAAEUMETSAT,Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,0,"1,301","1,324",1.50E-03,66,111.8,553,510,500,11/13/5108,5 yrs.,Thales Alenia Space,France,Vandenberg AFB,Falcon 9,2016-002A,41240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat 10 (Japan Communications Satellite 10  JCSat 3A),Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,127.51,"35,772","35,801",3.44E-04,1.19,1436.1,"4,400","1,858",,,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5,2006-033A,29272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat 110 (N-Sat-110  Superbird-D  Superbird-5  N-Sat-110),Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,110.10,"35,784","35,789",5.93E-05,0.01,1436.11,"3,531","1,669",7 200 (EOL),1/12/4835,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L,2000-060A,26559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat 13 (Japan Communications Satellite 13),Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,124.00,"35,780","35,791",1.30E-04,0.05,1436.03,"4,500",,,,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2012-023A,38331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat 14 (JCSat 2B  Japan Communications Satellite 14),NR (1216),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,154.00,"35,861","35,924",7.45E-04,0.02,1441.5,"4,500",,,9/29/3438,15 yrs.,Space SystemsLoral,USA,Cape Canaveral,Falcon 9,2016-028A,41471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat 15,NR (117),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,110.00,"35,721","35,774",6.29E-04,0,1434.1,"3,400",,,,15 yrs.,Space SystemsLoral,USA,Guiana Space Center,Ariane 5,2016-082A,41903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat 16 ,NR (1216),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,162.00,"35,786","35,801",1.78E-04,0,1436.01,"4,500",,,,15 yrs.,Space SystemsLoral,USA,Cape Canaveral,Falcon 9,2016-050A,41729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat 1B (JCSAT 5),Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,128.03,"35,778","35,794",1.90E-04,0.01,1436.09,"2,982","1,308","5,200",9/16/5245,12 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 4,1997-075A,25067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat 2A (JCSAT 8  Japan Communications Satellite 8),Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,154.00,"35,788","35,794",7.12E-05,0.01,1436.1,"2,500","1,460","3,500",,11 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2002-015A,27399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat 4A (JCSAT 6  Japan Communications Satellite 6),Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,123.85,"33,782","37,768",4.73E-02,0.07,1435.52,"2,900","1,230","5,200",12/20/7791,14.5 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2AS,1999-006A,25630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat 9 (JCSat 5A  Japanese Communications Satellite 9),Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,132.04,"35,776","35,797",2.49E-04,0.01,1436.1,"4,400",,,,12 yrs.,Lockheed Martin Commercial Space Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2006-010A,29045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat RA (JCSat 12  Japan Communications Satellite 12),Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,142.49,"35,780","35,794",1.66E-04,0.04,1436.12,"4,000",,,,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5,2009-044A,35755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin-1,NR,China,Changchun Institute of Optics,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,638,662,1.71E-03,98.05,97.73,400,,,1/27/4835,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,2015-057D,40961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugnu,India,India,Indian Institute of Technology Kanpur,Civil,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0,839,866,1.87E-03,20,102,3,,3,###############################################################################################################################################################################################################################################################,1 yr.,Indian Institute of Technology Kanpur,India,Satish Dhawan Space Center,PSLV,2011-058B,37839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaituo-1A (Xinyan-2),NR,China,China Aerospace Science and Technology Corporation,Government,Technology Development,,LEO,Sun-Synchronous,0,518,536,1.30E-03,97.46,95.18,130,,,###############################################################################################################################################################################################################################################################,,China Aerospace Science and Technology Corporation,China,Taiyuan Launch Center,Long March 6,2015-049F,40904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalpana-1 (Metsat-1),India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Meteorology,GEO,,74.07,"35,783","35,789",7.12E-05,0.04,1436.08,"1,060",500,550,,5-7 yrs.,ISRO Satellite Center,India,Satish Dhawan Space Center,Polar Satellite Launch Vehicle (PSLV),2002-043A,27525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KazEOSat-1 (Kazcosmos Earth Observation Satellite),NR,Kazakhstan,Kazcosmos,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,751,754,2.11E-04,98.53,99.87,830,,"1,200",###############################################################################################################################################################################################################################################################,7.25 yrs.,Airbus Defence and Space,France,Guiana Space Center,Vega,2014-024A,39731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KazEOSat-2 (kazcosmos Earth Observation Satellite),NR,Kazakhstan,Kazcosmos,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,612,636,1.72E-03,97.99,97.19,185,,55,###############################################################################################################################################################################################################################################################,7 yrs.,Surrey Satellite Technology Ltd. (SSTL),UK,Dombarovsky Air Base,Dnepr,2014-033A,40010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KazSat-2,Kazakhstan,Kazakhstan,JSC KazSat,Commercial,Communications,,GEO,,86.50,"35,786","35,788",2.37E-05,0.03,1436.13,"1,300",,,,12 yrs.,Khrunichev,Russia,Baikonur Cosmodrome,Proton-M,2011-035B,37749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KazSat-3,NR,Kazakhstan,JSC KazSat,Commercial,Communications,,GEO,,58.50,"35,784","35,789",5.93E-05,0.12,1436.08,,,"5,500",,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Proton-M,2014-023B,39728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent Ridge 1,NR,Singapore,National University of Singapore,Civil,Earth Observation,Optical Imaging,LEO,Equatorial,0,534,551,1.23E-03,14.98,95.49,78,,,###############################################################################################################################################################################################################################################################,,National University of Singapore,Singapore,Satish Dhawan Space Center,PSLV-C29,2015-077B,41167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyhole 5 (Advanced KH-11  KH-12-5  Improved Crystal  EIS-3  USA 186),USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,Elliptical,0,264,"1,050",5.59E-02,97.9,97,"18,000","10,000",,###############################################################################################################################################################################################################################################################,5+ yrs.,Lockheed Martin,USA,Vandenberg AFB,Titan IV,2005-042A,28888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyhole 6 (NRO L49  Advanced KH-11  KH-12-6  Improved Crystal  USA 224),USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,Elliptical,0,200,"1,000",5.74E-02,97.8,97,"18,000","10,000",,12/28/5190,5+ yrs.,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy,2011-002A,37348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyhole 7 (NRO L65  Advanced KH-11  Improved Crystal  USA 245),USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,Elliptical,102.6,257,997,5.29E-02,97.8,97.25,"18,000","10,000",,###############################################################################################################################################################################################################################################################,5+ yrs.,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy,2013-043A,39232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiku-8 (ETS-8  Engineering Test Satellite 8),Japan,Japan,National Institute of Information and Communications Technology (NICT),Government,Technology Development,,GEO,,146.06,"35,778","35,792",1.66E-04,0.03,1436.04,"5,800",,,,,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2006-059A,29656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kizuna (WINDS - Wideband InterNetworking engineering Demonstration Satellite),Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,,GEO,,143.05,"35,776","35,796",2.37E-04,0.02,1436.1,"4,850","2,450",,1/10/8011,,JAXANational Institute of Information and Communications Technology (NICT),Japan,Tanegashima Space Center,H2A,2008-007A,32500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
